event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2023-10-04,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Chagai,Chagai,28.9876,63.5908,2,,"On 4 October 2023, 2 security forces (coded as military) were killed and 3 injured when BLF militants (coded as Baloch Separatists) carried out a roadside explosion targeting a convoy in Chagai bazaar (Balochistan).",2023-10
2023-09-28,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Militia (Pro-Government),Rebel group-Political militia,Balochistan,Khuzdar,Wadh,27.3372,66.3761,1,,"On 28 September 2023, unidentified assailants (coded as Baloch Separatists) shot dead a 'death squad' member in Wadh tehsil (Khuzdar, Balochistan).",2023-09
2023-09-24,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Balochistan Levies,State forces-Rebel group,Balochistan,Killa Abdullah,Qilla Abdullah,30.728,66.6612,1,,"On 24 September 2023, BLF militants attacked a Levies force official and exchanged fire with police personnel near a Levies Force post in Mazai Adha area of Qilla Abdullah town (Killa Abdullah, Balochistan) killing him. TTP also claimed responsibility for the attack.",2023-09
2023-09-22,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,1,,"On 22 September 2023, BLA militants attacked a military camp with snipers and heavy weapons in Jhal Jao area (Awaran, Balochistan) killing 1 soldier and injuring 2.",2023-09
2023-09-22,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Gorgop,25.8727,63.5349,0,,"On 22 September 2023, BLA militants attacked a military camp with grenades in Gorgop area (Kech, Balochistan), injuring 2 soldiers.",2023-09
2023-09-19,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Kuchlak,30.3633,66.9502,1,Civilian targeting,"On 19 September 2023, assailants (coded as Baloch Separatists) shot dead the central leader of ANP and provincial president of National Lawyers' Forum and left his body near an abandoned gas station in Killi Sheikh Jamal Atozai in Kuchlak area (Quetta, Balochistan).",2023-09
2023-09-18,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Dera Bugti,Loti,28.9587,69.3942,1,Civilian targeting,"On 18 September 2023, a man was killed and another injured when their motorbike hit a landmine planted by the BLF militants in Loti Baith area (Dera Bugti, Balochistan).",2023-09
2023-09-17,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-) Counter Terrorism Department,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,1,,"On 17 September 2023, BLA militants shot dead a Counter Terrorism Department (CTD) Head Constable on Jail Road in Quetta city (Balochistan).",2023-09
2023-09-15,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-) Counter Terrorism Department,State forces-Rebel group,Balochistan,Jaffarabad,Jaffarabad,28.3009,68.1908,2,,"On 15 September 2023, CTD killed 2 BLA militants when they opened fire at the officials at a blockade they had set up during an operation in Jaffarabad area (Balochistan).",2023-09
2023-09-15,2023,Battles,Armed clash,BNA: Baloch Nationalist Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,4,,"On 15 September 2023, BNA militants attacked a security check post and exchanged fire with the army near Wali Tangi area in Quetta city (Balochistan) killing 1 soldier and 3 militants. 4 killed.",2023-09
2023-09-14,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Killa Abdullah,Qilla Abdullah,30.728,66.6612,2,Civilian targeting,"On 14 September 2023, unidentified assailants (coded as Baloch Separatists) shot and killed 2 people in Killi Bdoan area in QIlla Abdullah (Killa Abdullah, Balochistan).",2023-09
2023-09-14,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,,Rebel group only,Balochistan,Dera Bugti,Pir Koh,29.1299,69.1208,0,,"On 14 September 2023, BLA militants blew up gas well No-41 in Pir Koh gas fields (Dera Bugti, Balochistan) affecting gas supply to many areas.",2023-09
2023-09-12,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 12 September 2023, BLA militants attacked policemen with a hand grenade at the Sariab Road Survey site in Quetta city (Balochistan) injuring 2. TTP also claimed responsibility for the attack. Similar attack occurred in Hazar Ganji area on the same day (coded separately).",2023-09
2023-09-12,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,,Rebel group only,Balochistan,Dera Bugti,Zahein Loti,29.107,68.584,0,,"On 12 September 2023, BLA militants blew up 12 inch diameter gas pipelines in Zahein Loti gas field area (Dera Bugti, Balochistan) affecting gas supply to many areas.",2023-09
2023-09-12,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 12 September 2023, BLA militants attacked policemen in a vehicle with a hand grenade in Hazar Ganji area (Quetta, Balochistan) injuring 2. TTP carried out a similar attack in another area of Quetta city on the same day (coded separately).",2023-09
2023-09-09,2023,Violence against civilians,Abduction/forced disappearance,BLT: Baloch Liberation Tigers,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Dera Bugti,Sui,28.6333,69.1833,0,Civilian targeting,"On 9 September 2023, BLT militants intercepted a vehicle and kidnapped around two dozen players while they were heading to Sibi to participate in a Football Tournament in Jani Pedi area in Sui tehsil (Dera Bugti, Balochistan) for being 'state agents'. 18 players were later released but 6 players from Sui and Dera Bugti were missing. 4 out of the 6 players have been recovered as of 1 October.",2023-09
2023-09-07,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nasirabad,Naseerabad,28.6463,68.1562,1,Civilian targeting,"On 7 September 2023, assailants (coded as Baloch Separatists) shot dead a man at his house in Goth Gulam Rasool Safara area of Naseerabad town (Mastung, Balochistan).",2023-09
2023-09-04,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Wadh,27.3372,66.3761,1,Civilian targeting,"On 4 September 2023, assailants (coded as Baloch Separatists) shot dead a teacher of the Government Boys' High School, Sarona in Wadh tehsil (Khuzdar, Balochistan) in a possible target killing.",2023-09
2023-09-03,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Mastung,Khad Koocha,29.6684,66.7797,2,Civilian targeting,"On 3 September 2023, unknown motorcyclists (coded as Baloch Separatists) shot dead two men on the Quetta-Karachi Highway near Khad Koocha area (Mastung, Balochistan) in what appears to be targeted killing.",2023-09
2023-09-03,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Nasirabad,Dera Murad Jamali,28.5467,68.223,0,,"On 3 September 2023, BLF militants on a motorcycle injured the SHO of City Police Station while he was on patrol in an industrial area on the outskirts of Dera Murad Jamali town (Nasirabad, Balochistan).",2023-09
2023-09-03,2023,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kalat,Johan,29.3289,66.9716,1,Civilian targeting,"On 3 September 2023, militants of Baloch Liberation Army barged into the house of a Levies official (assumed off-duty) and shot him dead, injuring his wife, in the Johan area (Kalat, Balochistan).",2023-09
2023-09-01,2023,Violence against civilians,Abduction/forced disappearance,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Harnai,Harnai,30.1007,67.9382,0,Civilian targeting,"On 1 September 2023, militants (coded as Baloch Separatists) abducted 5 Punjabi men from a makeshift checkpoint at Ziarat Cross in Harnai district (Balochistan). Their whereabouts remain unknown.",2023-09
2023-09-01,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,0,,"On 1 September 2023, militants (coded as Baloch Separatists) attacked a military camp with rockets who retaliated also using heavy weapons in Mand area (Kech, Balochistan). One rocket struck a residential property injuring 3 civilians.",2023-09
2023-08-31,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sibi,Sibi,29.5511,67.8322,0,Civilian targeting,"On 31 August 2023, a landmine planted by militants (coded as Baloch sepratists) exploded at Khajak Daman in Sibi area (Balochistan). One civilian was left injured and a tractor was left damaged in the explosion.",2023-08
2023-08-27,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Counter Terrorism Department,State forces-Rebel group,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,0,,"On 27 August 2023, militants (coded as Baloch sepratists) initiated fire against CTD personnel in Jaffarabad locality on the outskirts of Khuzdar town (Balochistan). There were no casualties.",2023-08
2023-08-27,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kalat,Johan,29.3289,66.9716,1,,"On 27 August 2023, BLA militants attacked a military installation at Johan town (Kalat district, Balochistan). One soldier was killed and three other soldiers were left injured in the encounter.",2023-08
2023-08-27,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,0,,"On 27 August 2023, militants (coded as Baloch Separatists) conducted an IED explosion targeting a police vehicle in Khuzdar district (Balochistan). There were no casualties.",2023-08
2023-08-27,2023,Explosions/Remote violence,Shelling/artillery/missile attack,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Panjgur,Panjgur,26.9817,64.1166,0,,"On 27 August 2023, BLA militants attacked a checkpost of military forces with grenade launchers in Panjgur district (Balochistan). Two soldiers were left injured in the attack.",2023-08
2023-08-26,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Spin Karez,30.2278,67.1659,0,,"On 26 August 2023, militants (coded as Baloch sepratists) fired mortar shells at a police station and later exchanged fire with the police in Spin Karez area (Quetta district, Balochistan). There were no casualties.",2023-08
2023-08-26,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,0,Civilian targeting,"On 26 August 2023, militants (coded as Baloch separatists) lobbed a grenade at a former minister and BNP-A leader's house in a targeted attack at Quetta city (Balochistan). At least one person was left injured in the explosion. Another source reported this to be a cracker and not a grenade.",2023-08
2023-08-26,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Nasirabad,Dera Murad Jamali,28.5467,68.223,0,,"On 26 August 2023, militants (coded as Baloch separatists) lobbed a grenade at a police officer in Dera Murad Jamali tehsil (Nasirabad district, Balochistan). There were no casualties.",2023-08
2023-08-25,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,1,Civilian targeting,"On 25 August 2023, militants (coded as Baloch Separatists) gunned down a student of the Balochistan University of Engineering and Technology in the Jhalawan Complex area of Khuzdar town (Balochistan).",2023-08
2023-08-25,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,0,,"On 25 August 2023, militants (coded as Baloch Separatists) targeted a police vehicle taking cops to the mosque for Jumma prayers with a remote controlled bomb in Khuzdar town (Balochistan). The vehicle was slightly damaged in the blast but no loss of life was reported.",2023-08
2023-08-24,2023,Explosions/Remote violence,Shelling/artillery/missile attack,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Mastung,Mastung,29.7945,66.7206,0,,"On 24 August 2023, BLA militants fired at a military installation using grenade launchers and other kinds of heavy weapons at Isplinji area in Mastung district (Balochistan). Three soldiers were claimed to be 'fatally injured' and three others were left injured in the attack. Fatalities coded as 0.",2023-08
2023-08-23,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Lehri,Lehri,29.1826,68.2114,0,Civilian targeting,"On 23 August 2023, a motorcyclist was injured in a landmine blast carried out by unknown militants (coded as Baloch Separatists) in Kach area of Lehri tehsil (Balochistan).",2023-08
